College Name,Location,College Type,Facilities,Rating
"Sri Renugambal Polytechnic College, Tiruvannamalai","Tiruvannamalai, Tamil Nadu",Private,"Library, Sports, Alumni Associations, I.T Infrastructure, Classrooms, Laboratories, Auditorium, Cafeteria, Medical/Hospital, Gym, Guest Room/Waiting Room",N/A
"Sri Revana Siddeshwara Institute of Technology, Bangalore","Bangalore, Karnataka",Private,"Boys Hostel, Girls Hostel, Library, Laboratories, Auditorium, Cafeteria, Medical/Hospital, I.T Infrastructure, Gym, Sports, Guest Room/Waiting Room, Transport Facility, Convenience Store, Banks/ATMs, Parking Facility",N/A
"Sri Rudramuni Swamiji Rural Polytechnic College, Tumkur","Tumkur, Karnataka",Private,"Boys Hostel, Girls Hostel, Library, Laboratories, Sports, Transport Facility, I.T Infrastructure, Guest Room/Waiting Room, Parking Facility, Training and Placement Cell",N/A
"Sri Sahadev Paudhriya Polytechnic College, Ballia","Rasara, Uttar Pradesh",Private,"Library, Cafeteria, I.T Infrastructure, Laboratories, Transport Facility, Parking Facility, Sports, Wifi, Alumni Associations, Training and Placement Cell",N/A
"Sri Sai Baba National Degree College, Anantapur","Anantapur, Andhra Pradesh",Private,"Library, Wifi, Laboratories, Auditorium, Cafeteria, Medical/Hospital, I.T Infrastructure, Sports, Alumni Associations, Guest Room/Waiting Room, Parking Facility, Gym, Convenience Store, Classrooms",4.3/5
"Sri Sai Bharath College of Arts and Science, Dindigul","Dindigul, Tamil Nadu",Private,"Library, Sports, Auditorium, Laboratories, Gym, Medical/Hospital, Cafeteria, Guest Room/Waiting Room, Alumni Associations, I.T Infrastructure, Training and Placement Cell",N/A
"Sri Sai College of Engineering and Technology, Anantapur","Anantapur, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Cafeteria",N/A
"Sri Sai College of Engineering and Technology, Pathankot","Bungal, Punjab",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Laboratories, Banks/ATMs, Guest Room/Waiting Room, Parking Facility, Alumni Associations",3.5/5
"Sri Sai Educational Society's Group of Institutions, Kodad","Kodad, Telangana",Private,"Boys Hostel, Girls Hostel, Library, Laboratories, Auditorium, Cafeteria, Medical/Hospital, I.T Infrastructure, Gym, Sports, Guest Room/Waiting Room",N/A
"Sri Sai Institute of Engineering and Technology, Amritsar","Meharbanpur, Punjab",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Alumni Associations, Wifi, Laboratories, Banks/ATMs, Guest Room/Waiting Room, Parking Facility, Auditorium",N/A
"Sri Sai Institute of Technology and Science, Rayachoti","Kadapa, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Guest Room/Waiting Room, Laboratories",5.0/5
"Sri Sai Institute of Technology, Udham Singh Nagar","Jaspur, Uttarakhand",Private,"Library, Laboratories, Auditorium, Wifi, I.T Infrastructure, Sports, Medical/Hospital, Cafeteria, Guest Room/Waiting Room, Training and Placement Cell, Smart Classrooms",N/A
"Sri Sai Madhavi Institute of Science and Technology, Mallampudi","East Godavari, Andhra Pradesh",Private,"Library, I.T Infrastructure, Laboratories, Sports, Auditorium, Medical/Hospital, Cafeteria, Girls Hostel, Boys Hostel",N/A
"Sri Sai Polytechnic College, Badhani","Badhani, Punjab",Private,"Boys Hostel, Girls Hostel, Gym, Library, Sports, I.T Infrastructure, Auditorium, Transport Facility, Wifi, Parking Facility, Cafeteria, Laboratories, Medical/Hospital, Guest Room/Waiting Room",N/A
"Sri Sairam College of Engineering, Bangalore","Bangalore, Karnataka",Private,"Boys Hostel, Girls Hostel, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Banks/ATMs, Guest Room/Waiting Room, Convenience Store, Medical/Hospital, Parking Facility, Club, Training and Placement Cell",3.7/5
"Sri Sai Ram Engineering College, Chennai","Chennai, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Banks/ATMs",3.9/5
"Sri Sai Ram Institute of Technology, Chennai","Chennai, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Laboratories, Banks/ATMs, Wifi",4.0/5
"Sri Sairam Polytechnic College, Chennai","Chennai, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Laboratories, Banks/ATMs, Auditorium, Parking Facility, Medical/Hospital, Extra Curricular Activities, Training and Placement Cell, Guest Room/Waiting Room",N/A
"REC Coimbatore - Sri Sai Ranganathan Engineering College, Coimbatore","Coimbatore, Tamil Nadu",Private,"Transport Facility, Library, Laboratories, Wifi, Gym, Boys Hostel, Girls Hostel, Banks/ATMs, Auditorium, Cafeteria, Sports, Alumni Associations, I.T Infrastructure, Guest Room/Waiting Room, Medical/Hospital, Classrooms",4.5/5
"Sri Sai University, Palampur","Kangra, Himachal Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Banks/ATMs, Wifi, Guest Room/Waiting Room, Laboratories, Gym, Training and Placement Cell",4.7/5
"Sri Sakthi Polytechnic College, Chengam","Tiruvannamalai, Tamil Nadu",Private,"Library, I.T Infrastructure, Transport Facility, Laboratories, Sports, Auditorium, Medical/Hospital, Cafeteria, Parking Facility, Training and Placement Cell, Classrooms",N/A
"Sri Sangameshwara Government Polytechnic, Zaheerabad","Sangareddy, Telangana",Public/Govt,"Girls Hostel, Library, Laboratories, I.T Infrastructure, Sports, Boys Hostel, Gym",N/A
"Sri Sanjeev Polytechnic, Raichur","Raichur, Karnataka",Private,"Library, Laboratories, Auditorium, Cafeteria, Medical/Hospital, I.T Infrastructure, Gym, Sports, Guest Room/Waiting Room, Classrooms, Training and Placement Cell, Workshops",N/A
"Sri Sarada Institute of Science and Technology, Ghatkesar","Ghatkesar, Telangana",Private,"Library, I.T Infrastructure, Laboratories",N/A
"Sri Sarada Niketan College of Science for Women, Karur","Karur, Tamil Nadu",Private,"Girls Hostel, Library, I.T Infrastructure, Laboratories, Auditorium, Cafeteria, Medical/Hospital, Sports, Guest Room/Waiting Room, Alumni Associations, Transport Facility, Wifi, Classrooms",N/A
"Sri Sarathi Institute of Engineering and Technology, Krishna","Krishna, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Guest Room/Waiting Room, Gym, Laboratories, Wifi, Parking Facility, Extra Curricular Activities, Training and Placement Cell",3.2/5
"SSSIHL Prasanthi Nilayam - Sri Sathya Sai Institute of Higher Learning, Prasanthi Nilayam","Puttaparthi, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Wifi, Laboratories",4.7/5
"Sri Satya Narayana College of Engineering and Technology, Ongole","Ongole, Andhra Pradesh",Private,"Gym, Library, Sports, I.T Infrastructure, Transport Facility, Wifi, Laboratories",N/A
"Sri Satya Sai College of Engineering, Bhopal","Bhopal, Madhya Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Wifi, Banks/ATMs, Laboratories, Gym, Guest Room/Waiting Room, Parking Facility, Training and Placement Cell",4.5/5
"Sri Satya Sai Institute of Science and Technology, Sehore","Sehore, Madhya Pradesh",Private,"Library, I.T Infrastructure, Cafeteria, Auditorium",4.0/5
"Sri Satya Sai University of Technology and Medical Sciences, Sehore","Sehore, Madhya Pradesh",Private,"Boys Hostel, Girls Hostel, Library, Laboratories, I.T Infrastructure, Transport Facility, Banks/ATMs, Guest Room/Waiting Room, Sports, Medical/Hospital, Wifi, Training and Placement Cell",3.9/5
"SIET - Sri Shakthi Institute of Engineering and Technology, Coimbatore","Coimbatore, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Wifi, Swimming Pool, Laboratories, Banks/ATMs",3.3/5
"Sri Shanmugha College of Engineering and Technology, Salem","Tiruchengode, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Classrooms",4.0/5
"Srishti Manipal Institute of Art, Design and Technology, Bangalore","Bangalore, Karnataka",Private,"Boys Hostel, Girls Hostel, Library, Wifi, Transport Facility, Cafeteria, I.T Infrastructure, Laboratories, Sports",3.8/5
"Sri Siddartha Centre for Media Studies, Tumkur","Tumkur, Karnataka",Private,"Library, Laboratories, Auditorium, I.T Infrastructure, Sports, Cafeteria, Gym, Guest Room/Waiting Room, Boys Hostel, Girls Hostel",N/A
"SSIT Tumkur - Sri Siddhartha Institute of Technology, Tumkur","Tumkur, Karnataka",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Alumni Associations, Wifi, Laboratories, Convenience Store, Banks/ATMs, Guest Room/Waiting Room, Auditorium",4.3/5
"Sri Siddhartha Polytechnic, Bangarpet","Kolar, Karnataka",Private,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Laboratories, Classrooms, Parking Facility, Auditorium, Medical/Hospital",N/A
"Sri Sivani College of Engineering, Srikakulam","Srikakulam, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Guest Room/Waiting Room, Parking Facility",3.0/5
"Sri Sivani Institute of Technology, Srikakulam","Srikakulam, Andhra Pradesh",Private,"Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Laboratories, Guest Room/Waiting Room, Wifi, Boys Hostel, Girls Hostel, Convenience Store, Classrooms",3.4/5
"SSN College of Engineering - Sri Sivasubramaniya Nadar College of Engineering, Kalavakkam","Kelambakkam, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi",4.6/5
"Sri Solamalai Polytechnic College, Madurai","Madurai, Tamil Nadu",Private,"Sports, Laboratories, Transport Facility, Boys Hostel, Girls Hostel, Library, Classrooms, I.T Infrastructure, Club, Training and Placement Cell",N/A
"Sri Sowdambika Polytechnic College, Aruppukottai","Virudhunagar, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Library, Laboratories, I.T Infrastructure, Wifi, Cafeteria, Medical/Hospital, Sports, Transport Facility, Auditorium, Classrooms, Workshops, Training and Placement Cell",N/A
"Sri S Ramasamy Naidu Memorial Polytechnic College, Venkatachalapuram","Virudhunagar, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Laboratories, Sports, Cafeteria, Medical/Hospital, Parking Facility, Classrooms, Training and Placement Cell",N/A
"Sri Sri Institute of Technology and Management, Kanshiram Nagar","Kasganj, Uttar Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Laboratories",N/A
"Sri Sri University (SSU) Cuttack - Sri Sri University, Cuttack","Cuttack, Odisha",Private,"Alumni Associations, Boys Hostel, Girls Hostel, Transport Facility, Wifi, I.T Infrastructure, Library, Sports, Gym, Cafeteria, Classrooms, Guest Room/Waiting Room, Banks/ATMs, Laboratories, Medical/Hospital, Convenience Store, Parking Facility, Auditorium, Training and Placement Cell",4.2/5
"Sri Subramanya College of Engineering and Technology, Palani","Palani, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Guest Room/Waiting Room, Classrooms, Parking Facility, Training and Placement Cell",5.0/5
"Sri Sukhmani Institute of Engineering and Technology, Dera Bassi","Dera Bassi, Punjab",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Laboratories, Guest Room/Waiting Room, Transport Facility, Parking Facility, Alumni Associations, Wifi, Banks/ATMs, Training and Placement Cell",1.9/5
"Sri Sukhmani Polytechnic, Dera Bassi","Dera Bassi, Punjab",Private,"Library, Boys Hostel, Laboratories, I.T Infrastructure, Girls Hostel, Banks/ATMs, Medical/Hospital, Transport Facility, Gym, Cafeteria, Sports, Guest Room/Waiting Room, Auditorium, Parking Facility, Training and Placement Cell, Extra Curricular Activities",N/A
"Sri Sunflower College of Engineering and Technology, Krishna","Krishna, Andhra Pradesh",Private,"Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Laboratories, Guest Room/Waiting Room, Boys Hostel, Girls Hostel, Parking Facility, Club",4.0/5
"Sri Taralabalu Jagadguru Polytechnic, Harapanahalli","Davanagere, Karnataka",Public/Govt,"Boys Hostel, Library, Laboratories, Sports, Auditorium, Cafeteria, Medical/Hospital, I.T Infrastructure",N/A
"Sri Taralbalu Jagadguru Institute of Technology, Haveri","Haveri, Karnataka",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Alumni Associations, Laboratories, Banks/ATMs, Guest Room/Waiting Room, Parking Facility, Auditorium, Convenience Store",3.9/5
"Sri Vaddamanu Chidanandam Memorial Polytechnic, Kadapa","Kadapa, Andhra Pradesh",Private,"Library, Laboratories, Auditorium, Cafeteria, Medical/Hospital, I.T Infrastructure, Sports, Classrooms, Training and Placement Cell, Workshops",N/A
"Sri Vaishnavi College of Engineering, Srikakulam","Srikakulam, Andhra Pradesh",Private,"Library, Laboratories, Auditorium, Cafeteria, Medical/Hospital, I.T Infrastructure, Gym, Sports, Guest Room/Waiting Room",5.0/5
"Sri Vani Educational Society Group of Institutions, Vijayawada","Vijayawada, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Library, Cafeteria, Auditorium, Transport Facility, Laboratories, Classrooms, Medical/Hospital, I.T Infrastructure, Gym, Guest Room/Waiting Room, Sports, Parking Facility, Training and Placement Cell",N/A
"Sri Vani School of Engineering, Krishna","Vijayawada, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Laboratories, Gym, Guest Room/Waiting Room, Parking Facility, Training and Placement Cell, Classrooms",4.0/5
"Sri Varalakshmi Polytechnic, Machilipatnam","Machilipatnam, Andhra Pradesh",Private,"Library, Laboratories, I.T Infrastructure, Sports",N/A
"Sri Vasavi College, Erode","Erode, Tamil Nadu",Private,"Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Laboratories, Banks/ATMs, Medical/Hospital, Wifi, Extra Curricular Activities, Training and Placement Cell",5.0/5
"Sri Vasavi Engineering College, Tadepalligudem","West Godavari, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Laboratories, Guest Room/Waiting Room, Auditorium, Parking Facility, Training and Placement Cell",4.4/5
"Sri Vasavi Institute of Engineering and Technology, Pedana","Krishna, Andhra Pradesh",Private,"Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Alumni Associations, Laboratories, Guest Room/Waiting Room, Auditorium, Wifi, Parking Facility, Training and Placement Cell",N/A
"Sri Vasavi Institute of Engineering and Technology, Peravali","Krishna, Andhra Pradesh",Private,"Girls Hostel, Library, Sports, Cafeteria, I.T Infrastructure, Transport Facility, Parking Facility, Medical/Hospital, Gym, Guest Room/Waiting Room, Auditorium, Alumni Associations",4.1/5
"Sri Vatsa Polytechnic College, Virudhunagar","Virudhunagar, Tamil Nadu",Private,"Laboratories, Library, Boys Hostel, Girls Hostel, Sports, Auditorium, Medical/Hospital, I.T Infrastructure, Cafeteria, Alumni Associations, Classrooms, Training and Placement Cell",N/A
"Sri Vatsavai Krishnam Raju College of Engineering and Technology, West Godavari","Bhimavaram, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Gym, Library, Sports, I.T Infrastructure, Auditorium, Transport Facility, Wifi",4.0/5
"Sri Vengateswaraa Polytechnic College, Namakkal","Namakkal, Tamil Nadu",Private,"Library, Laboratories, Sports, I.T Infrastructure, Auditorium, Cafeteria",N/A
"Sri Venkatachalapathy Polytechnic College, Kappiampuliyur","Villupuram, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Medical/Hospital, Guest Room/Waiting Room, Parking Facility, Training and Placement Cell, Extra Curricular Activities",N/A
